id,playlist_id,title,description,thumbnails,_relatedVids,tags,categoryId,topicCategories,publishedAt,viewCount,likeCount,favoriteCount,commentCount,privacyStatus,license,publicStatsViewable,embeddable,madeForKids,_DOI/Github link,_URL,Notes,Last editor
F-kYst2mxTQ,,"ActInf Textbook Group ~ Cohort 3 ~ Meeting 20 (Chapter 9, part 1)",https://www.activeinference.org/,https://i.ytimg.com/vi/F-kYst2mxTQ/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"8/15/2023, 4:44 PM",69,0,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=F-kYst2mxTQ,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
ych0eX3C3YY,,"ActInf Textbook Group ~ Cohort 3 ~ Meeting 16 (Chapter 7, part 1)",https://www.activeinference.org/,https://i.ytimg.com/vi/ych0eX3C3YY/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"8/15/2023, 4:44 PM",10,1,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=ych0eX3C3YY,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
wI9O5B2m3xM,,"ActInf Textbook Group ~ Cohort 3 ~ Meeting 14 (Chapter 6, part 1)",https://www.activeinference.org/,https://i.ytimg.com/vi/wI9O5B2m3xM/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"8/15/2023, 4:44 PM",22,1,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=wI9O5B2m3xM,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
Ui8SwfQDhmA,,"ActInf Textbook Group ~ Cohort 3 ~ Meeting 11 (Chapter 5, part 2)",https://www.activeinference.org/,https://i.ytimg.com/vi/Ui8SwfQDhmA/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"8/15/2023, 4:44 PM",37,1,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=Ui8SwfQDhmA,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
l6aGBYmFGCc,,"ActInf Textbook Group ~ Cohort 3 ~ Meeting 10 (Chapter 5, part 1)",https://www.activeinference.org/,https://i.ytimg.com/vi/l6aGBYmFGCc/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"8/15/2023, 4:44 PM",26,2,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=l6aGBYmFGCc,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
Nak508NmYYA,,"ActInf Textbook Group ~ Cohort 3 ~ Meeting 9 (Chapter 4, part 2)",https://www.activeinference.org/,https://i.ytimg.com/vi/Nak508NmYYA/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"8/15/2023, 4:44 PM",50,0,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=Nak508NmYYA,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
JEz3du5S1os,,"ActInf Textbook Group ~ Cohort 3 ~ Meeting 8 (Chapter 4, part 1)",https://www.activeinference.org/,https://i.ytimg.com/vi/JEz3du5S1os/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"8/15/2023, 4:44 PM",48,1,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=JEz3du5S1os,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
0zUYswqn8aI,,"ActInf Textbook Group ~ Cohort 3 ~ Meeting 7 (Chapter 3, part 2)",https://www.activeinference.org/,https://i.ytimg.com/vi/0zUYswqn8aI/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"8/15/2023, 4:44 PM",43,1,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=0zUYswqn8aI,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
lMsOOXaM2-E,,"ActInf Textbook Group ~ Cohort 3 ~ Meeting 6 (Chapter 3, part 1)",https://www.activeinference.org/,https://i.ytimg.com/vi/lMsOOXaM2-E/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"8/15/2023, 4:44 PM",36,2,0,2,public,youtube,true,true,false,,https://www.youtube.com/watch?v=lMsOOXaM2-E,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
awqzJPntNz4,,"ActInf Textbook Group ~ Cohort 3 ~ Meeting 3 (Chapter 1, part 2)",https://www.activeinference.org/,https://i.ytimg.com/vi/awqzJPntNz4/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"8/15/2023, 4:44 PM",27,1,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=awqzJPntNz4,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
HyKS1A0Ga8s,,"ActInf Textbook Group ~ Cohort 3 ~ Meeting 2 (Chapter 1, part 1)",https://www.activeinference.org/,https://i.ytimg.com/vi/HyKS1A0Ga8s/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"8/15/2023, 4:44 PM",54,6,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=HyKS1A0Ga8s,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
G9GfOMjF4g0,,ActInf Textbook Group ~ Cohort 3 ~ Meeting 1 (Welcome and Onboarding),https://www.activeinference.org/,https://i.ytimg.com/vi/G9GfOMjF4g0/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"8/15/2023, 4:44 PM",106,5,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=G9GfOMjF4g0,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
hOto96Q8sYQ,,"""Physics as Information Processing"" ~ Ander Aguirre ~ Discussion 3","Course materials 
https://coda.io/@active-inference-institute/fields-physics-2023

More information
https://www.activeinference.org/education/Physics-Fields-2023

“Physics as Information Processing”
Course taught by Chris Fields
Course assistant is Ander Aguirre
Hosted during 2023 by the Active Inference Institute
Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/hOto96Q8sYQ/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"7/29/2023, 9:19 PM",396,15,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=hOto96Q8sYQ,,Alex Vyatkin
hOto96Q8sYQ,,"""Physics as Information Processing"" ~ Ander Aguirre ~ Discussion 3","Course materials 
https://coda.io/@active-inference-institute/fields-physics-2023

More information
https://www.activeinference.org/education/Physics-Fields-2023

“Physics as Information Processing”
Course taught by Chris Fields
Course assistant is Ander Aguirre
Hosted during 2023 by the Active Inference Institute
Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/hOto96Q8sYQ/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"7/29/2023, 9:19 PM",396,15,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=hOto96Q8sYQ,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
3_5pTCguAv4,,"Active Inference BookStream 002.02 ~ Parr, Pezzulo, Friston ~ Chapters 4, 5, 7, 8","Active Inference: The Free Energy Principle in Mind, Brain, and Behavior
By Thomas Parr, Giovanni Pezzulo and Karl J. Friston
https://mitpress.mit.edu/9780262045353/active-inference/

Join an upcoming cohort of the Textbook Group!
https://www.activeinference.org/education/textbook-group

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/3_5pTCguAv4/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"7/29/2023, 1:16 AM",153,8,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=3_5pTCguAv4,,Alex Vyatkin
3_5pTCguAv4,,"Active Inference BookStream 002.02 ~ Parr, Pezzulo, Friston ~ Chapters 4, 5, 7, 8","Active Inference: The Free Energy Principle in Mind, Brain, and Behavior
By Thomas Parr, Giovanni Pezzulo and Karl J. Friston
https://mitpress.mit.edu/9780262045353/active-inference/

Join an upcoming cohort of the Textbook Group!
https://www.activeinference.org/education/textbook-group

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/3_5pTCguAv4/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"7/29/2023, 1:16 AM",153,8,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=3_5pTCguAv4,,
3_5pTCguAv4,,"Active Inference BookStream 002.02 ~ Parr, Pezzulo, Friston ~ Chapters 4, 5, 7, 8","Active Inference: The Free Energy Principle in Mind, Brain, and Behavior
By Thomas Parr, Giovanni Pezzulo and Karl J. Friston
https://mitpress.mit.edu/9780262045353/active-inference/

Join an upcoming cohort of the Textbook Group!
https://www.activeinference.org/education/textbook-group

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/3_5pTCguAv4/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"7/29/2023, 1:16 AM",153,8,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=3_5pTCguAv4,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
NOj0mB8I6BI,,"ActInf GuestStream 051.1 ~ Tommaso Salvatori ""Causal Inference via Predictive Coding""","""Causal Inference via Predictive Coding""
Tommaso Salvatori, Luca Pinchetti, Amine M'Charrak, Beren Millidge, Thomas Lukasiewicz
arXiv:2306.15479
https://arxiv.org/abs/2306.15479

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/NOj0mB8I6BI/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"7/28/2023, 10:35 PM",170,10,0,0,public,creativeCommon,true,true,false,,https://www.youtube.com/watch?v=NOj0mB8I6BI,,Sarthak Ojha
NOj0mB8I6BI,,"ActInf GuestStream 051.1 ~ Tommaso Salvatori ""Causal Inference via Predictive Coding""","""Causal Inference via Predictive Coding""
Tommaso Salvatori, Luca Pinchetti, Amine M'Charrak, Beren Millidge, Thomas Lukasiewicz
arXiv:2306.15479
https://arxiv.org/abs/2306.15479

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/NOj0mB8I6BI/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"7/28/2023, 10:35 PM",170,10,0,0,public,creativeCommon,true,true,false,,https://www.youtube.com/watch?v=NOj0mB8I6BI,,
NOj0mB8I6BI,,"ActInf GuestStream 051.1 ~ Tommaso Salvatori ""Causal Inference via Predictive Coding""","""Causal Inference via Predictive Coding""
Tommaso Salvatori, Luca Pinchetti, Amine M'Charrak, Beren Millidge, Thomas Lukasiewicz
arXiv:2306.15479
https://arxiv.org/abs/2306.15479

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/NOj0mB8I6BI/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"7/28/2023, 10:35 PM",170,10,0,0,public,creativeCommon,true,true,false,,https://www.youtube.com/watch?v=NOj0mB8I6BI,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
vBk0zZEy59E,,"ActInf GuestStream 050.1 ~ Valeria Becattini & Anna Ciaunica, ""Selfless Minds, Unlimited Bodies?""","""Selfless Minds, Unlimited Bodies? Homeostatic Bodily Self-Regulation in Meditative Experiences""
Valeria Becattini, Anna Ciaunica
https://psyarxiv.com/trg6x
10.31234/osf.io/trg6x

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/vBk0zZEy59E/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"7/27/2023, 7:33 PM",228,15,0,2,public,creativeCommon,true,true,false,,https://www.youtube.com/watch?v=vBk0zZEy59E,,Bala Subramanian
vBk0zZEy59E,,"ActInf GuestStream 050.1 ~ Valeria Becattini & Anna Ciaunica, ""Selfless Minds, Unlimited Bodies?""","""Selfless Minds, Unlimited Bodies? Homeostatic Bodily Self-Regulation in Meditative Experiences""
Valeria Becattini, Anna Ciaunica
https://psyarxiv.com/trg6x
10.31234/osf.io/trg6x

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/vBk0zZEy59E/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"7/27/2023, 7:33 PM",228,15,0,2,public,creativeCommon,true,true,false,,https://www.youtube.com/watch?v=vBk0zZEy59E,,
vBk0zZEy59E,,"ActInf GuestStream 050.1 ~ Valeria Becattini & Anna Ciaunica, ""Selfless Minds, Unlimited Bodies?""","""Selfless Minds, Unlimited Bodies? Homeostatic Bodily Self-Regulation in Meditative Experiences""
Valeria Becattini, Anna Ciaunica
https://psyarxiv.com/trg6x
10.31234/osf.io/trg6x

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/vBk0zZEy59E/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"7/27/2023, 7:33 PM",228,15,0,2,public,creativeCommon,true,true,false,,https://www.youtube.com/watch?v=vBk0zZEy59E,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
Cy9yFa6CB8Y,,Fundamentals of Active Inference (Namjoshi) ~ Meeting #24 ~ 7/27/2023 ~  Chapter 9 presentation,https://www.activeinference.org/,https://i.ytimg.com/vi/Cy9yFa6CB8Y/default.jpg,,"science, podcast, free, energy, principle, free energy, free energy principle, active, inference, active inference, theory, listening, english",28,,"7/27/2023, 3:11 PM",6,0,0,0,unlisted,youtube,true,true,false,,https://www.youtube.com/watch?v=Cy9yFa6CB8Y,,Bert Berkers
Cy9yFa6CB8Y,,Fundamentals of Active Inference (Namjoshi) ~ Meeting #24 ~ 7/27/2023 ~  Chapter 9 presentation,https://www.activeinference.org/,https://i.ytimg.com/vi/Cy9yFa6CB8Y/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,,"7/27/2023, 3:11 PM",6,0,0,0,unlisted,youtube,true,true,false,,https://www.youtube.com/watch?v=Cy9yFa6CB8Y,,Bert Berkers
Cy9yFa6CB8Y,,Fundamentals of Active Inference (Namjoshi) ~ Meeting #24 ~ 7/27/2023 ~  Chapter 9 presentation,https://www.activeinference.org/,https://i.ytimg.com/vi/Cy9yFa6CB8Y/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,,"7/27/2023, 3:11 PM",6,0,0,0,unlisted,youtube,true,true,false,,https://www.youtube.com/watch?v=Cy9yFa6CB8Y,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,Bert Berkers
dUXfgzKHV1c,,"ActInf GuestStream 049.1 ~ ""Clickbait, consciousness science, and responsible journalism""","""Clickbait, consciousness science, and responsible journalism""

Megan Peters
https://faculty.sites.uci.edu/cnclab/
https://twitter.com/meganakpeters
https://psyarxiv.com/34txs ""Communicating and conducting modern consciousness science""

Nora Bradford
https://twitter.com/noraabradford

Transcript: https://zenodo.org/record/8228964

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/dUXfgzKHV1c/default.jpg,,"science, podcast, free, energy, principle, free energy, free energy principle, active, inference, active inference, theory, listening, english, consciousness ",28,https://en.wikipedia.org/wiki/Knowledge,"7/27/2023, 5:06 AM",151,11,0,11,public,creativeCommon,true,true,false,,https://www.youtube.com/watch?v=dUXfgzKHV1c,,Bala Subramanian
dUXfgzKHV1c,,"ActInf GuestStream 049.1 ~ ""Clickbait, consciousness science, and responsible journalism""","""Clickbait, consciousness science, and responsible journalism""

Megan Peters
https://faculty.sites.uci.edu/cnclab/
https://twitter.com/meganakpeters
https://psyarxiv.com/34txs ""Communicating and conducting modern consciousness science""

Nora Bradford
https://twitter.com/noraabradford

Transcript: https://zenodo.org/record/8228964

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/dUXfgzKHV1c/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"7/27/2023, 5:06 AM",151,11,0,11,public,creativeCommon,true,true,false,,https://www.youtube.com/watch?v=dUXfgzKHV1c,,
dUXfgzKHV1c,,"ActInf GuestStream 049.1 ~ ""Clickbait, consciousness science, and responsible journalism""","""Clickbait, consciousness science, and responsible journalism""

Megan Peters
https://faculty.sites.uci.edu/cnclab/
https://twitter.com/meganakpeters
https://psyarxiv.com/34txs ""Communicating and conducting modern consciousness science""

Nora Bradford
https://twitter.com/noraabradford

Transcript: https://zenodo.org/record/8228964

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/dUXfgzKHV1c/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"7/27/2023, 5:06 AM",151,11,0,11,public,creativeCommon,true,true,false,,https://www.youtube.com/watch?v=dUXfgzKHV1c,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
